customer_id,signup_date,region,contract_type,payment_method,internet_service,tenure_months,monthly_charges,total_charges,support_calls,churned,churn_reason
CUST-000508,2024-07-23,South,Month-to-month,Credit card,DSL,18,124.05,2232.9,0,0,
CUST-000509,2023-03-20,South,Month-to-month,Electronic check,No internet,20,55.35,1107.0,0,1,Price too high
CUST-000510,2023-11-19,West,Two year,Credit card,DSL,18,27.53,495.54,3,0,
CUST-000511,2022-04-04,Northeast,One year,Electronic check,Fiber optic,29,97.93,2839.97,2,0,
CUST-000512,2025-06-28,Northeast,Two year,Electronic check,DSL,43,62.84,2702.12,2,1,Moving / relocation
CUST-000513,2025-10-16,Northeast,Month-to-month,Bank transfer,DSL,48,53.13,2550.24,1,0,
CUST-000514,2023-10-03,West,Two year,Electronic check,No internet,29,58.07,1684.03,1,1,Moving / relocation
CUST-000515,2024-04-13,West,Two year,Credit card,DSL,17,61.39,1043.63,1,1,Frequent service outages
CUST-000516,2022-02-27,South,Month-to-month,Credit card,Fiber optic,8,106.18,849.44,1,0,
CUST-000517,2025-03-21,South,Month-to-month,Electronic check,No internet,40,73.79,2951.6,1,0,
CUST-000518,2023-03-26,West,One year,Electronic check,Fiber optic,5,105.72,528.6,0,1,Price too high
CUST-000519,2023-07-19,Midwest,Month-to-month,Electronic check,Fiber optic,25,82.12,2053.0,1,0,
CUST-000520,2023-04-07,Midwest,Month-to-month,Credit card,Fiber optic,10,63.5,635.0,2,0,
CUST-000521,2024-02-17,West,Two year,Electronic check,Fiber optic,26,61.87,1608.62,0,0,
CUST-000522,2023-07-31,Northeast,Two year,Credit card,Fiber optic,11,83.91,923.01,0,0,
CUST-000523,2025-01-04,South,One year,Electronic check,Fiber optic,14,91.15,1276.1,1,0,
CUST-000524,2024-12-03,South,Two year,Bank transfer,Fiber optic,29,96.45,2797.05,0,1,Price too high
CUST-000525,2023-03-31,Midwest,One year,Electronic check,Fiber optic,20,64.48,1289.6,1,0,
CUST-000526,2024-10-31,South,One year,Credit card,No internet,8,74.15,593.2,1,0,
CUST-000527,2025-03-28,West,One year,Bank transfer,DSL,42,84.51,3549.42,0,0,
CUST-000528,2022-06-08,South,One year,Electronic check,DSL,11,62.0,682.0,2,1,Competitor offered better deal
CUST-000529,2022-09-01,West,Two year,Electronic check,DSL,41,48.76,1999.16,0,0,
CUST-000530,2022-03-24,Midwest,One year,Bank transfer,DSL,18,54.16,974.88,2,0,
CUST-000531,2025-10-24,Midwest,Two year,Bank transfer,Fiber optic,13,64.9,843.7,2,0,
CUST-000532,2022-10-04,Midwest,Month-to-month,Credit card,No internet,3,86.65,259.95,2,1,Competitor offered better deal
CUST-000533,2025-07-01,South,One year,Mailed check,Fiber optic,12,104.89,1258.68,1,0,
CUST-000534,2023-10-19,Northeast,One year,Credit card,Fiber optic,16,45.43,726.88,0,0,
CUST-000535,2023-04-06,West,One year,Electronic check,No internet,42,57.91,2432.22,0,0,
CUST-000536,2024-04-20,West,Month-to-month,Credit card,Fiber optic,12,62.52,750.24,4,0,
CUST-000537,2025-12-09,West,Two year,Credit card,Fiber optic,7,90.41,632.87,0,1,Moving / relocation
CUST-000538,2023-11-03,Midwest,Month-to-month,Bank transfer,No internet,9,59.2,532.8,2,1,Price too high
CUST-000539,2022-04-04,South,One year,Credit card,DSL,7,61.1,427.7,2,1,Price too high
CUST-000540,2025-04-01,West,Month-to-month,Mailed check,Fiber optic,2,44.62,89.24,1,1,Competitor offered better deal
CUST-000541,2024-12-12,South,Two year,Bank transfer,No internet,23,81.83,1882.09,2,0,
CUST-000542,2024-01-12,South,One year,Electronic check,No internet,4,66.58,266.32,2,0,
CUST-000543,2023-03-19,Northeast,Month-to-month,Electronic check,No internet,15,56.87,853.05,0,1,Competitor offered better deal
CUST-000544,2024-12-16,West,Month-to-month,Bank transfer,Fiber optic,13,64.52,838.76,3,1,Competitor offered better deal
CUST-000545,2025-08-18,South,Two year,Credit card,DSL,29,100.55,2915.95,1,1,Moving / relocation
CUST-000546,2025-12-15,West,Month-to-month,Credit card,DSL,4,50.83,203.32,1,0,
CUST-000547,2023-01-10,Midwest,One year,Bank transfer,DSL,31,53.55,1660.05,0,1,Competitor offered better deal
CUST-000548,2024-08-17,West,One year,Credit card,Fiber optic,42,104.66,4395.72,2,0,
CUST-000549,2024-01-21,Midwest,Month-to-month,Credit card,DSL,20,71.83,1436.6,1,0,
CUST-000550,2024-06-22,Northeast,Two year,Credit card,Fiber optic,19,86.86,1650.34,3,0,
CUST-000551,2022-06-08,West,Two year,Electronic check,No internet,48,79.72,3826.56,1,1,Price too high
CUST-000552,2025-01-21,Northeast,Two year,Bank transfer,DSL,29,69.32,2010.28,1,0,
CUST-000553,2024-04-16,South,One year,Bank transfer,DSL,45,62.71,2821.95,1,0,
CUST-000554,2024-01-08,Midwest,Two year,Credit card,Fiber optic,23,91.48,2104.04,1,0,
CUST-000555,2023-05-07,West,Two year,Bank transfer,Fiber optic,45,101.69,4576.05,1,0,
CUST-000556,2025-09-02,South,Two year,Credit card,DSL,35,99.18,3471.3,3,0,
CUST-000557,2025-04-21,South,Month-to-month,Credit card,DSL,36,47.97,1726.92,1,0,
CUST-000558,2024-07-13,West,Month-to-month,Bank transfer,DSL,9,106.44,957.96,0,1,Price too high
CUST-000559,2024-08-01,Midwest,Two year,Credit card,Fiber optic,28,62.52,1750.56,2,0,
CUST-000560,2025-08-09,West,Two year,Bank transfer,Fiber optic,36,55.06,1982.16,1,0,
CUST-000561,2024-12-09,Northeast,Month-to-month,Bank transfer,Fiber optic,37,66.41,2457.17,0,0,
CUST-000562,2023-12-13,Northeast,Month-to-month,Bank transfer,DSL,4,91.47,365.88,1,1,Moving / relocation
CUST-000563,2023-07-31,South,One year,Credit card,Fiber optic,16,83.34,1333.44,1,0,
CUST-000564,2022-12-03,South,Two year,Credit card,Fiber optic,14,64.6,904.4,1,0,
CUST-000565,2024-11-01,Midwest,Two year,Credit card,Fiber optic,47,91.66,4308.02,0,0,
CUST-000566,2025-05-14,West,Two year,Mailed check,DSL,18,73.31,1319.58,1,0,
CUST-000567,2022-11-13,West,One year,Bank transfer,DSL,9,58.36,525.24,0,0,
CUST-000568,2022-09-21,West,Two year,Credit card,Fiber optic,18,55.89,1006.02,0,0,
CUST-000569,2023-12-24,Northeast,One year,Credit card,DSL,46,79.94,3677.24,1,0,
CUST-000570,2025-11-07,West,Month-to-month,Credit card,DSL,10,68.28,682.8,1,0,
CUST-000571,2024-03-02,South,Two year,Bank transfer,Fiber optic,38,45.14,1715.32,0,0,
CUST-000572,2025-08-30,West,Month-to-month,Bank transfer,Fiber optic,6,91.94,551.64,1,0,
CUST-000573,2023-04-16,South,One year,Electronic check,Fiber optic,9,60.12,541.08,1,0,
CUST-000574,2023-07-11,West,Month-to-month,Credit card,DSL,4,116.69,466.76,2,0,
CUST-000575,2023-10-03,West,One year,Mailed check,Fiber optic,1,44.75,44.75,1,0,
CUST-000576,2025-06-16,West,Two year,Credit card,No internet,27,66.17,1786.59,1,0,
CUST-000577,2025-07-02,South,One year,Electronic check,DSL,42,56.04,2353.68,1,1,Frequent service outages
CUST-000578,2025-08-21,Midwest,Two year,Credit card,DSL,15,51.31,769.65,1,0,
CUST-000579,2023-12-04,Midwest,One year,Bank transfer,No internet,25,59.99,1499.75,2,1,Frequent service outages
CUST-000580,2023-07-06,Midwest,Month-to-month,Electronic check,Fiber optic,8,123.54,988.32,3,1,Poor customer service
CUST-000581,2025-02-01,South,Month-to-month,Bank transfer,DSL,7,73.4,513.8,0,1,Poor customer service
CUST-000582,2025-07-23,Midwest,One year,Bank transfer,Fiber optic,16,54.42,870.72,3,0,
CUST-000583,2024-02-09,Northeast,Month-to-month,Credit card,Fiber optic,8,39.05,312.4,0,0,
CUST-000584,2024-09-05,Northeast,Month-to-month,Bank transfer,DSL,4,40.41,161.64,0,0,
CUST-000585,2022-01-24,West,Two year,Bank transfer,Fiber optic,27,59.05,1594.35,2,0,
CUST-000586,2023-04-07,West,One year,Electronic check,No internet,42,57.24,2404.08,1,0,
CUST-000587,2025-03-11,Northeast,Two year,Credit card,DSL,19,65.26,1239.94,1,0,
CUST-000588,2023-11-09,Midwest,Two year,Credit card,DSL,8,33.88,271.04,3,0,
CUST-000589,2025-11-21,South,One year,Credit card,DSL,46,68.08,3131.68,0,1,Moving / relocation
CUST-000590,2025-09-03,West,Month-to-month,Electronic check,DSL,37,97.4,3603.8,3,0,
CUST-000591,2025-07-29,South,One year,Credit card,Fiber optic,48,117.84,5656.32,1,0,
CUST-000592,2024-07-22,West,Two year,Electronic check,DSL,29,38.24,1108.96,1,0,
CUST-000593,2025-04-25,South,Month-to-month,Credit card,Fiber optic,14,54.25,759.5,1,0,
CUST-000594,2024-08-04,South,Two year,Electronic check,Fiber optic,48,53.34,2560.32,1,0,
CUST-000595,2023-08-27,West,One year,Electronic check,Fiber optic,24,73.45,1762.8,2,0,
CUST-000596,2024-11-27,Midwest,One year,Electronic check,Fiber optic,12,47.45,569.4,4,0,
CUST-000597,2023-10-14,Midwest,Month-to-month,Credit card,Fiber optic,16,120.1,1921.6,1,0,
CUST-000598,2024-12-27,Midwest,Month-to-month,Bank transfer,DSL,13,71.09,924.17,1,0,
CUST-000599,2023-11-07,Midwest,One year,Bank transfer,DSL,41,67.4,2763.4,5,0,
CUST-000600,2023-05-08,South,One year,Mailed check,No internet,5,116.71,583.55,0,1,Moving / relocation
CUST-000601,2023-09-10,Midwest,Two year,Credit card,DSL,36,69.75,2511.0,2,0,
CUST-000602,2025-05-26,West,Two year,Mailed check,DSL,27,79.69,2151.63,0,0,
CUST-000603,2023-09-29,West,Month-to-month,Electronic check,No internet,4,55.13,220.52,1,1,Price too high
CUST-000604,2024-05-08,West,One year,Credit card,DSL,10,45.22,452.2,2,1,Price too high
CUST-000605,2025-03-04,South,Month-to-month,Bank transfer,Fiber optic,37,57.67,2133.79,1,1,Price too high
CUST-000606,2025-11-24,South,One year,Bank transfer,Fiber optic,35,141.15,4940.25,0,0,
CUST-000607,2025-03-14,Northeast,Month-to-month,Mailed check,Fiber optic,24,85.85,2060.4,3,0,
CUST-000608,2024-03-21,South,Month-to-month,Bank transfer,Fiber optic,17,76.54,1301.18,3,1,Price too high
CUST-000609,2023-03-16,South,Month-to-month,Electronic check,No internet,8,51.29,410.32,0,1,Frequent service outages
CUST-000610,2022-10-11,West,One year,Bank transfer,DSL,1,93.84,93.84,1,0,
CUST-000611,2024-05-17,Northeast,Month-to-month,Mailed check,No internet,18,45.4,817.2,3,0,
CUST-000612,2022-04-11,South,Month-to-month,Bank transfer,Fiber optic,31,42.46,1316.26,3,0,
CUST-000613,2025-04-09,South,Month-to-month,Electronic check,No internet,2,58.62,117.24,0,1,Competitor offered better deal
CUST-000614,2024-10-01,Northeast,One year,Electronic check,Fiber optic,28,131.03,3668.84,3,0,
CUST-000615,2024-05-21,West,One year,Mailed check,Fiber optic,29,128.68,3731.72,0,0,
CUST-000616,2024-04-02,West,Month-to-month,Bank transfer,No internet,15,60.68,910.2,0,1,Poor customer service
CUST-000617,2025-05-02,Northeast,Month-to-month,Electronic check,Fiber optic,18,56.5,1017.0,2,1,Poor customer service
CUST-000618,2025-06-22,Midwest,Two year,Bank transfer,DSL,9,41.47,373.23,0,0,
CUST-000619,2025-08-20,South,Month-to-month,Mailed check,Fiber optic,5,71.88,359.4,0,1,Moving / relocation
CUST-000620,2025-05-27,Midwest,Month-to-month,Mailed check,DSL,11,73.84,812.24,1,0,
CUST-000621,2024-12-06,South,One year,Bank transfer,DSL,19,90.26,1714.94,1,0,
CUST-000622,2023-07-08,West,Month-to-month,Mailed check,DSL,21,93.82,1970.22,1,0,
CUST-000623,2025-05-11,Midwest,One year,Bank transfer,DSL,12,65.81,789.72,2,0,
CUST-000624,2025-12-22,West,Month-to-month,Bank transfer,DSL,13,83.76,1088.88,1,1,Frequent service outages
CUST-000625,2025-03-04,Northeast,Two year,Credit card,DSL,44,56.02,2464.88,0,0,
CUST-000626,2025-05-24,Midwest,Two year,Bank transfer,DSL,17,83.25,1415.25,2,0,
CUST-000627,2024-07-22,South,One year,Mailed check,DSL,14,59.6,834.4,2,0,
CUST-000628,2022-04-14,South,One year,Electronic check,Fiber optic,27,81.21,2192.67,2,1,Frequent service outages
CUST-000629,2025-07-29,South,One year,Mailed check,DSL,34,79.13,2690.42,0,0,
CUST-000630,2023-05-09,South,Month-to-month,Credit card,Fiber optic,17,71.67,1218.39,0,0,
CUST-000631,2024-05-01,West,One year,Electronic check,Fiber optic,7,90.4,632.8,2,0,
CUST-000632,2024-08-07,Midwest,Month-to-month,Electronic check,DSL,20,42.41,848.2,0,1,Price too high
CUST-000633,2025-04-23,Northeast,Two year,Bank transfer,DSL,26,49.86,1296.36,5,1,Frequent service outages
CUST-000634,2022-03-06,South,Month-to-month,Bank transfer,DSL,2,64.3,128.6,0,1,Price too high
CUST-000635,2022-04-04,South,Month-to-month,Credit card,No internet,4,44.17,176.68,1,0,
CUST-000636,2023-02-27,South,One year,Electronic check,Fiber optic,45,61.55,2769.75,1,0,
CUST-000637,2023-11-26,Midwest,Month-to-month,Credit card,No internet,2,62.19,124.38,0,1,Poor customer service
CUST-000638,2024-03-17,West,One year,Bank transfer,DSL,20,106.6,2132.0,1,0,
CUST-000639,2022-07-30,Northeast,One year,Credit card,Fiber optic,37,73.38,2715.06,1,0,
CUST-000640,2025-10-31,Northeast,Month-to-month,Mailed check,DSL,16,97.46,1559.36,1,0,
CUST-000641,2025-03-29,Northeast,Month-to-month,Mailed check,Fiber optic,24,77.21,1853.04,0,1,Price too high
CUST-000642,2025-06-23,South,One year,Electronic check,No internet,5,59.06,295.3,1,0,
CUST-000643,2023-06-12,West,One year,Credit card,Fiber optic,39,73.17,2853.63,1,1,Competitor offered better deal
CUST-000644,2022-02-21,South,Two year,Electronic check,Fiber optic,31,88.54,2744.74,1,0,
CUST-000645,2024-11-10,Northeast,One year,Electronic check,DSL,41,102.71,4211.11,2,1,Moving / relocation
CUST-000646,2025-03-03,Northeast,One year,Electronic check,Fiber optic,24,67.2,1612.8,0,0,
CUST-000647,2022-01-16,Midwest,One year,Credit card,Fiber optic,17,41.38,703.46,1,1,Frequent service outages
CUST-000648,2022-08-04,Midwest,Month-to-month,Electronic check,Fiber optic,2,40.46,80.92,2,1,Price too high
CUST-000649,2023-09-26,South,One year,Mailed check,No internet,17,63.15,1073.55,2,1,Moving / relocation
CUST-000650,2025-09-08,West,One year,Bank transfer,Fiber optic,7,33.18,232.26,2,0,
CUST-000651,2022-06-10,West,Month-to-month,Credit card,DSL,26,124.52,3237.52,3,0,
CUST-000652,2024-08-29,West,One year,Credit card,Fiber optic,8,84.86,678.88,1,0,
CUST-000653,2025-08-25,Midwest,Month-to-month,Bank transfer,No internet,15,57.2,858.0,1,0,
CUST-000654,2022-07-31,Northeast,Month-to-month,Electronic check,No internet,29,49.15,1425.35,2,1,Competitor offered better deal
CUST-000655,2025-11-25,West,Two year,Electronic check,No internet,13,97.42,1266.46,4,0,
CUST-000656,2025-12-09,South,Two year,Electronic check,Fiber optic,39,49.09,1914.51,1,0,
CUST-000657,2023-11-24,Midwest,One year,Mailed check,Fiber optic,37,50.61,1872.57,3,0,
CUST-000658,2022-06-08,West,One year,Mailed check,DSL,22,54.87,1207.14,2,0,
CUST-000659,2025-02-27,Northeast,Month-to-month,Bank transfer,Fiber optic,6,72.71,436.26,4,1,Poor customer service
CUST-000660,2022-10-16,Midwest,One year,Mailed check,Fiber optic,17,85.51,1453.67,4,0,
CUST-000661,2023-05-17,South,One year,Bank transfer,No internet,13,102.68,1334.84,0,0,
CUST-000662,2022-04-20,Midwest,Two year,Electronic check,Fiber optic,37,97.94,3623.78,1,1,Competitor offered better deal
CUST-000663,2023-05-07,Northeast,Month-to-month,Credit card,Fiber optic,3,70.12,210.36,5,1,Frequent service outages
CUST-000664,2023-06-30,Northeast,Month-to-month,Credit card,Fiber optic,15,97.18,1457.7,0,0,
CUST-000665,2023-08-25,South,Two year,Mailed check,Fiber optic,14,56.56,791.84,3,0,
CUST-000666,2022-09-12,West,Month-to-month,Mailed check,No internet,12,39.15,469.8,0,0,
CUST-000667,2022-07-26,West,Month-to-month,Credit card,Fiber optic,22,56.56,1244.32,0,0,
CUST-000668,2025-12-20,South,Month-to-month,Credit card,Fiber optic,8,54.16,433.28,2,0,
CUST-000669,2025-05-22,West,One year,Mailed check,Fiber optic,20,57.27,1145.4,0,0,
CUST-000670,2024-02-21,Midwest,Month-to-month,Electronic check,Fiber optic,10,51.57,515.7,0,1,Price too high
CUST-000671,2023-06-13,South,One year,Credit card,DSL,14,60.49,846.86,1,1,Poor customer service
CUST-000672,2025-02-08,South,One year,Bank transfer,DSL,38,85.49,3248.62,3,0,
CUST-000673,2025-01-31,South,One year,Bank transfer,DSL,16,121.37,1941.92,0,0,
CUST-000674,2023-03-11,Northeast,Two year,Electronic check,DSL,7,40.36,282.52,2,0,
CUST-000675,2023-05-30,West,One year,Credit card,Fiber optic,35,46.43,1625.05,2,0,
CUST-000676,2023-01-19,South,One year,Bank transfer,Fiber optic,32,54.42,1741.44,2,0,
CUST-000677,2022-05-23,South,One year,Bank transfer,No internet,13,89.57,1164.41,0,0,
CUST-000678,2023-12-21,Midwest,Month-to-month,Bank transfer,DSL,7,65.66,459.62,1,0,
CUST-000679,2025-07-04,Midwest,One year,Mailed check,Fiber optic,12,55.61,667.32,0,1,Frequent service outages
CUST-000680,2025-02-09,Northeast,Two year,Mailed check,DSL,14,88.18,1234.52,2,0,
CUST-000681,2024-01-10,Midwest,Two year,Bank transfer,DSL,42,95.21,3998.82,2,0,
CUST-000682,2024-07-09,Midwest,Two year,Bank transfer,DSL,10,69.69,696.9,0,0,
CUST-000683,2025-08-11,West,One year,Credit card,DSL,34,53.99,1835.66,0,0,
CUST-000684,2023-12-03,Northeast,Month-to-month,Bank transfer,No internet,3,76.44,229.32,2,0,
CUST-000685,2025-03-05,Northeast,Month-to-month,Mailed check,Fiber optic,13,65.06,845.78,3,0,
CUST-000686,2022-07-28,West,Two year,Electronic check,Fiber optic,42,64.9,2725.8,1,0,
CUST-000687,2024-07-25,South,One year,Bank transfer,No internet,30,59.5,1785.0,4,1,Moving / relocation
CUST-000688,2023-12-27,South,One year,Electronic check,DSL,28,94.25,2639.0,2,0,
CUST-000689,2022-04-22,Northeast,Two year,Bank transfer,DSL,33,75.94,2506.02,2,1,Moving / relocation
CUST-000690,2024-07-25,South,One year,Mailed check,Fiber optic,15,97.65,1464.75,2,0,
CUST-000691,2023-01-05,South,Two year,Mailed check,Fiber optic,19,107.51,2042.69,1,0,
CUST-000692,2022-04-05,South,One year,Electronic check,No internet,4,81.2,324.8,1,0,
CUST-000693,2023-05-25,West,Two year,Bank transfer,Fiber optic,34,59.62,2027.08,2,1,Frequent service outages
CUST-000694,2024-07-02,Midwest,One year,Electronic check,DSL,35,97.8,3423.0,1,0,
CUST-000695,2022-07-11,South,One year,Bank transfer,Fiber optic,7,81.37,569.59,4,0,
CUST-000696,2025-11-05,Northeast,One year,Electronic check,No internet,19,150.0,2850.0,2,0,
CUST-000697,2022-08-27,Midwest,Month-to-month,Credit card,Fiber optic,7,77.42,541.94,1,0,
CUST-000698,2022-10-28,Midwest,Month-to-month,Bank transfer,No internet,32,87.64,2804.48,3,1,Moving / relocation
CUST-000699,2022-05-09,South,Two year,Credit card,Fiber optic,4,76.93,307.72,1,1,Moving / relocation
CUST-000700,2022-12-03,West,Two year,Credit card,No internet,7,67.92,475.44,1,0,
CUST-000701,2022-09-07,West,Two year,Credit card,Fiber optic,23,64.53,1484.19,1,0,
CUST-000702,2023-10-13,Midwest,Month-to-month,Credit card,No internet,44,77.03,3389.32,2,0,
CUST-000703,2025-10-13,South,Month-to-month,Electronic check,DSL,13,82.83,1076.79,0,0,
CUST-000704,2024-11-15,South,Two year,Mailed check,Fiber optic,13,101.43,1318.59,4,0,
CUST-000705,2025-11-17,South,Month-to-month,Bank transfer,Fiber optic,10,77.39,773.9,4,1,Frequent service outages
CUST-000706,2023-12-10,Midwest,One year,Bank transfer,DSL,32,60.45,1934.4,6,1,Poor customer service
CUST-000707,2022-02-22,South,Month-to-month,Bank transfer,DSL,1,63.14,63.14,1,1,Price too high
CUST-000708,2022-08-06,South,Two year,Bank transfer,Fiber optic,32,45.91,1469.12,2,1,Moving / relocation
CUST-000709,2023-03-18,West,One year,Electronic check,Fiber optic,35,119.29,4175.15,2,0,
CUST-000710,2024-11-29,South,One year,Electronic check,DSL,34,58.96,2004.64,2,0,
CUST-000711,2022-09-19,South,One year,Bank transfer,DSL,15,95.54,1433.1,0,0,
CUST-000712,2024-02-14,Midwest,Month-to-month,Bank transfer,DSL,38,76.59,2910.42,0,0,
CUST-000713,2025-10-27,Northeast,Two year,Credit card,Fiber optic,31,77.26,2395.06,0,1,Moving / relocation
CUST-000714,2025-01-26,West,Two year,Bank transfer,Fiber optic,29,67.52,1958.08,0,0,
CUST-000715,2024-04-02,South,One year,Electronic check,Fiber optic,16,54.48,871.68,3,0,
CUST-000716,2023-01-18,South,Month-to-month,Electronic check,Fiber optic,21,51.42,1079.82,0,0,
CUST-000717,2023-05-11,West,One year,Mailed check,No internet,32,121.89,3900.48,2,1,Moving / relocation
CUST-000718,2025-12-07,Midwest,Month-to-month,Mailed check,Fiber optic,18,72.71,1308.78,1,0,
CUST-000719,2023-09-28,South,Two year,Credit card,Fiber optic,14,100.49,1406.86,1,1,Frequent service outages
CUST-000720,2022-08-22,Midwest,One year,Bank transfer,Fiber optic,40,109.2,4368.0,1,1,Poor customer service
CUST-000721,2023-07-08,South,One year,Credit card,Fiber optic,11,61.47,676.17,2,0,
CUST-000722,2025-11-10,Midwest,One year,Bank transfer,DSL,31,80.28,2488.68,0,1,Competitor offered better deal
CUST-000723,2023-06-24,West,Two year,Electronic check,DSL,2,71.12,142.24,0,1,Moving / relocation
CUST-000724,2022-05-09,South,One year,Bank transfer,DSL,4,48.41,193.64,1,0,
CUST-000725,2025-01-23,Midwest,Month-to-month,Electronic check,Fiber optic,41,66.07,2708.87,2,0,
CUST-000726,2023-01-20,Midwest,One year,Electronic check,No internet,7,84.61,592.27,2,1,Competitor offered better deal
CUST-000727,2024-04-29,West,One year,Bank transfer,No internet,39,59.76,2330.64,2,0,
CUST-000728,2022-07-25,Midwest,One year,Mailed check,No internet,7,63.18,442.26,4,0,
CUST-000729,2023-10-30,South,Two year,Electronic check,Fiber optic,24,66.32,1591.68,4,1,Price too high
CUST-000730,2025-04-19,South,Two year,Bank transfer,Fiber optic,43,137.78,5924.54,1,0,
CUST-000731,2022-05-26,South,Two year,Bank transfer,No internet,21,38.98,818.58,1,0,
CUST-000732,2024-10-14,South,One year,Electronic check,DSL,31,82.31,2551.61,1,0,
CUST-000733,2022-02-26,West,Month-to-month,Bank transfer,Fiber optic,12,64.65,775.8,2,0,
CUST-000734,2024-01-15,Northeast,One year,Electronic check,No internet,21,57.11,1199.31,3,0,
CUST-000735,2025-08-19,South,One year,Bank transfer,DSL,15,64.14,962.1,1,1,Frequent service outages
CUST-000736,2025-10-03,Northeast,One year,Bank transfer,DSL,38,86.8,3298.4,1,0,
CUST-000737,2023-04-03,Northeast,Month-to-month,Bank transfer,Fiber optic,3,88.4,265.2,1,1,Poor customer service
CUST-000738,2022-09-18,Northeast,Month-to-month,Bank transfer,DSL,25,74.41,1860.25,1,0,
CUST-000739,2023-02-08,West,Month-to-month,Mailed check,DSL,2,99.45,198.9,2,0,
CUST-000740,2023-06-15,West,Two year,Electronic check,Fiber optic,16,105.22,1683.52,1,1,Moving / relocation
CUST-000741,2023-06-09,Midwest,Month-to-month,Bank transfer,DSL,29,91.03,2639.87,2,0,
CUST-000742,2022-01-15,South,Two year,Mailed check,Fiber optic,7,58.86,412.02,3,0,
CUST-000743,2023-11-26,Northeast,Month-to-month,Electronic check,Fiber optic,24,82.12,1970.88,1,0,
CUST-000744,2023-09-09,West,One year,Bank transfer,No internet,20,82.25,1645.0,3,0,
CUST-000745,2022-07-18,West,Two year,Electronic check,Fiber optic,40,54.0,2160.0,5,0,
CUST-000746,2022-03-16,West,One year,Bank transfer,Fiber optic,2,42.43,84.86,2,0,
CUST-000747,2022-05-23,South,Two year,Bank transfer,DSL,29,36.7,1064.3,2,0,
CUST-000748,2022-11-10,South,Month-to-month,Credit card,DSL,23,71.69,1648.87,2,1,Frequent service outages
CUST-000749,2023-08-16,Midwest,Month-to-month,Credit card,DSL,4,77.12,308.48,0,1,Competitor offered better deal
CUST-000750,2022-10-13,Midwest,One year,Bank transfer,Fiber optic,12,48.03,576.36,0,0,
CUST-000751,2025-09-27,Northeast,Two year,Credit card,DSL,26,97.98,2547.48,1,0,
CUST-000752,2024-04-06,Midwest,One year,Bank transfer,Fiber optic,11,73.6,809.6,2,0,
CUST-000753,2025-01-18,South,One year,Bank transfer,Fiber optic,7,107.97,755.79,0,0,
CUST-000754,2023-02-27,Midwest,Month-to-month,Credit card,Fiber optic,13,78.93,1026.09,2,1,Poor customer service
CUST-000755,2023-04-10,South,One year,Credit card,DSL,36,49.84,1794.24,1,0,
CUST-000756,2022-04-30,West,Two year,Credit card,DSL,32,81.18,2597.76,1,0,
CUST-000757,2023-08-09,South,One year,Credit card,Fiber optic,8,86.87,694.96,1,0,
CUST-000758,2024-09-05,West,One year,Bank transfer,No internet,11,58.84,647.24,1,0,
CUST-000759,2022-10-05,West,One year,Credit card,No internet,10,44.19,441.9,0,0,
CUST-000760,2022-09-01,Northeast,Two year,Mailed check,Fiber optic,40,72.39,2895.6,4,0,
CUST-000761,2022-08-06,West,Two year,Electronic check,DSL,10,50.89,508.9,2,0,
CUST-000762,2022-11-30,West,Month-to-month,Electronic check,DSL,11,100.35,1103.85,0,1,Frequent service outages
CUST-000763,2022-01-13,Midwest,Two year,Bank transfer,DSL,39,61.54,2400.06,0,0,
CUST-000764,2024-03-22,South,One year,Electronic check,Fiber optic,34,121.74,4139.16,1,0,
CUST-000765,2022-11-03,Northeast,One year,Electronic check,DSL,26,35.53,923.78,3,0,
CUST-000766,2025-11-29,Midwest,Two year,Mailed check,Fiber optic,38,73.2,2781.6,1,0,
CUST-000767,2025-04-12,West,One year,Bank transfer,DSL,45,110.76,4984.2,3,0,
CUST-000768,2025-04-16,West,Month-to-month,Electronic check,Fiber optic,10,52.73,527.3,3,0,
CUST-000769,2023-12-09,South,One year,Bank transfer,Fiber optic,11,66.62,732.82,2,0,
CUST-000770,2025-04-08,Northeast,Two year,Bank transfer,DSL,12,61.62,739.44,1,0,
CUST-000771,2024-02-04,Northeast,Month-to-month,Credit card,Fiber optic,3,56.33,168.99,0,1,Moving / relocation
CUST-000772,2024-08-13,South,Two year,Bank transfer,DSL,38,75.81,2880.78,1,0,
CUST-000773,2025-08-24,Midwest,Month-to-month,Electronic check,DSL,1,46.31,46.31,1,1,Price too high
CUST-000774,2023-03-11,South,Month-to-month,Credit card,Fiber optic,5,67.66,338.3,3,1,Frequent service outages
CUST-000775,2024-03-15,Northeast,One year,Credit card,No internet,10,82.69,826.9,4,1,Price too high
CUST-000776,2024-05-09,West,One year,Mailed check,Fiber optic,10,65.44,654.4,1,0,
CUST-000777,2025-09-30,Northeast,One year,Electronic check,DSL,20,50.9,1018.0,2,0,
CUST-000778,2025-03-11,Midwest,One year,Bank transfer,Fiber optic,9,97.48,877.32,0,0,
CUST-000779,2022-08-29,Northeast,Two year,Credit card,Fiber optic,14,88.56,1239.84,2,0,
CUST-000780,2022-09-19,Midwest,Two year,Credit card,No internet,45,50.24,2260.8,1,0,
CUST-000781,2022-06-01,Midwest,Month-to-month,Credit card,No internet,11,46.33,509.63,0,0,
